SCHOOLID,ST04Q01,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,ST93Q01,ST93Q03,ST93Q04,ST93Q06,ST93Q07,maths,read,scie
167,Female,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Mostly like me,Very much like me,Not much like me,Not much like me,Not at all like me,515.04128,526.15498,498.82507999999996
167,Female,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,,,,,,570.73532,565.1556,587.22494
167,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Very much like me,Very much like me,Somewhat like me,632.81666,638.24986,681.68594
167,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Somewhat like me,Not much like me,578.83626,634.18116,627.97464
167,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,,,,,,499.9299,463.5862,478.96309999999994
167,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Not at all like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,684.14864,635.4430199999999,693.43528
167,Male,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,524.8558799999998,512.34444,499.85080000000005
167,Male,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,,,,,,623.78098,592.4587799999999,643.36068
167,Female,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,,,,,,481.15752000000003,477.94034,483.90526
167,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,584.0551199999999,601.2172800000001,617.43754
167,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,523.1422399999999,536.63984,546.19546
167,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Mostly like me,Not much like me,Not much like me,653.3806000000001,635.20244,716.1879799999999
167,Female,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Not much like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,447.74105999999995,512.4928400000001,483.90526
167,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Disagree,Somewhat like me,Mostly like me,Not much like me,Not much like me,Not at all like me,574.7078799999999,580.3269200000001,572.21186
167,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,563.88068,567.53854,576.78106
167,Female,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,,,,,,608.8253599999999,612.17876,638.97798
167,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,400.61535999999995,370.07302,399.60834
168,Male,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me,Mostly like me,535.8389199999999,524.6142,515.5166
168,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,667.32358,694.23098,691.0108399999999
168,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Mostly like me,Not much like me,Somewhat like me,590.67612,605.6908599999999,580.13802
168,Female,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,661.1700000000001,686.44676,681.9657
168,Male,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,,,,,723.7186399999999,711.3872399999999,730.2685799999999
168,Female,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,,,,,,748.25518,714.0093,749.75756
168,Male,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,,,,,,598.3097,628.62652,696.69898
168,Male,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Not at all like me,Not much like me,Very much like me,Mostly like me,Somewhat like me,467.6818999999999,483.63482000000005,473.46139999999997
168,Male,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly disagree,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,645.747,660.06276,660.05222
168,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Mostly like me,Very much like me,Somewhat like me,572.05952,593.3536,582.9355
168,Male,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,,,,,,603.4507000000001,644.98616,670.77584
168,Female,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Not at all like me,Not much like me,Somewhat like me,Mostly like me,Very much like me,472.97868,522.81886,515.05034
168,Male,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,516.2097,519.08078,540.0410599999999
168,Female,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,620.19782,636.56408,631.1451
168,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,,,,,,512.5487,528.85564,486.88922
168,Male,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,579.3815400000001,554.60696,590.9548599999999
168,Female,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,,,,,,570.03428,597.48402,586.0127
168,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Mostly like me,Mostly like me,Very much like me,Mostly like me,737.58372,646.59004,674.87878
168,Female,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,,,,,,590.52032,651.81482,658.74672
168,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,644.8901800000001,640.5754599999999,695.3002600000001
168,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Not much like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,544.2514600000001,521.1658600000001,556.4528
168,Male,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Not much like me,Not much like me,Mostly like me,Mostly like me,Very much like me,598.85496,561.9046599999999,551.69714
168,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly disagree,,,,,,634.8418800000001,623.57424,670.77586
168,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,Somewhat like me,565.828,596.3883,556.45282
168,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Very much like me,Mostly like me,Somewhat like me,540.59044,539.5788,512.9056400000002
168,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0663400000001,665.1952,681.31294
168,Female,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,577.2783999999999,628.70044,600.65274
168,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Not much like me,Not much like me,Somewhat like me,Very much like me,Very much like me,608.59168,607.8894600000001,612.0291
168,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Very much like me,Somewhat like me,609.4485000000001,583.1562,648.20964
168,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Very much like me,Somewhat like me,721.30394,741.96904,720.66394
168,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Mostly like me,Not much like me,Not much like me,507.6414000000001,487.64456,605.50168
169,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,430.60443999999995,421.96526000000006,477.93734000000006
169,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,Not much like me,384.41348,394.85551999999996,377.04213999999996
169,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly like me,Somewhat like me,Not much like me,Not much like me,Not much like me,391.73546,452.5224,437.46737999999993
169,Male,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Not much like me,Mostly like me,Very much like me,Somewhat like me,Not much like me,456.62098,495.34322000000003,548.9929
169,Female,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,,,,,,441.2759,422.5769200000001,465.53527999999994
169,Male,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,564.8933000000001,507.3724,575.00934
169,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,398.74591999999996,442.75238,425.25174
169,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,381.92086,384.83518,407.81424
169,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Mostly like me,Mostly like me,Mostly like me,Not much like me,Not at all like me,432.86337999999995,429.96402,394.57292
169,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,560.37544,560.14036,586.7586600000001
169,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,517.30018,560.3103199999999,574.26334
169,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Mostly like me,Somewhat like me,Not much like me,Somewhat like me,314.54275999999993,326.7831,325.7553
169,Female,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,,,,,,509.04346,523.8514600000001,501.43603999999993
169,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,528.5169000000001,506.53552,510.01491999999996
169,Male,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Somewhat like me,Very much like me,Mostly like me,Somewhat like me,Somewhat like me,440.49696000000006,468.71866,494.72212
169,Female,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,,,,,,548.92508,614.8793999999999,594.31182
