SCHOOLID,ST04Q01,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,ST93Q01,ST93Q03,ST93Q04,ST93Q06,ST93Q07,maths,read,scie
390,Female,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,,,,,,540.82412,580.8035,584.70718
390,Female,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Somewhat like me,Somewhat like me,Not much like me,Not much like me,Not much like me,490.27108,513.04882,474.95336
390,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Not at all like me,Not at all like me,Not much like me,371.09363999999994,360.05508000000003,362.12234
390,Male,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Disagree,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Not much like me,491.51734,489.00784000000004,477.37783999999994
390,Male,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Not at all like me,Somewhat like me,Somewhat like me,Mostly like me,Very much like me,618.63994,551.96052,568.8549
390,Male,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,614.8231599999999,595.98732,618.09026
390,Male,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,524.3885399999999,544.18168,493.69636
390,Male,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,424.06140000000005,464.78909999999996,426.837
390,Female,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,,,,,,474.77022,531.6357,514.3043799999999
390,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,,363.6937,338.72336,383.2898200000001
391,Male,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Not much like me,533.58,482.11114,551.41738
391,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,487.85638,508.52128000000005,521.8575199999999
391,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me,436.91382000000004,439.20706,487.26221999999996
391,Female,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,531.39898,492.15847999999994,544.88996
391,Male,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,,,,,549.6261,505.36756,586.01268
391,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Not much like me,Mostly like me,Mostly like me,403.57534,417.57277999999997,421.24208
391,Male,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,,,,,,494.94467999999995,504.4854,539.10854
391,Male,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Not much like me,Somewhat like me,Not much like me,Not much like me,Mostly like me,563.95856,520.44408,574.1700800000001
391,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Not much like me,Not much like me,Not much like me,Mostly like me,Somewhat like me,440.34118,418.51688,489.31372
391,Female,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Somewhat like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,387.91870000000006,410.98,421.89480000000003
391,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,602.1264799999999,556.8524000000001,622.84596
391,Male,Agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,,Agree,Disagree,,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,,,,,,425.07399999999996,388.12314000000003,437.74709999999993
391,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Very much like me,Not at all like me,Not much like me,Not much like me,434.88860000000005,465.94628,492.76390000000004
391,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,596.28446,553.87636,624.52444
391,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Not much like me,502.6562,483.57993999999997,555.0541000000001
391,Male,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,,,,,,541.68096,473.12934000000007,543.3979999999999
391,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,,,,,491.5174,513.387,540.78702
391,Male,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Somewhat like me,Not much like me,Very much like me,Mostly like me,Somewhat like me,434.96651999999995,426.37594,457.98207999999994
391,Female,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Not at all like me,Not much like me,Very much like me,Somewhat like me,Mostly like me,438.78332,462.37188,507.03096000000005
391,Male,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,,,,,,462.15142,435.51810000000006,475.13986000000006
391,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,473.9134,482.15020000000004,531.83514
391,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,545.73142,466.15239999999994,549.36592
391,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Not at all like me,Not at all like me,Mostly like me,Very much like me,Mostly like me,566.45116,506.2496799999999,591.9806000000001
391,Male,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,641.6965400000001,605.37008,638.6049800000001
391,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,549.39244,511.06134000000003,599.90676
392,Female,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Not much like me,Not much like me,Very much like me,Very much like me,Very much like me,419.933,451.41040000000004,437.46738000000005
392,Female,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,,,,,,336.27511999999996,365.86316,314.65872
392,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Very much like me,Very much like me,Mostly like me,565.36066,589.3820400000001,570.81314
392,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Not much like me,Not at all like me,Not at all like me,618.1726,584.51954,619.6755
392,Female,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,,,,,,451.86946,463.16615999999993,425.15851999999995
392,Male,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Not at all like me,Not much like me,Not much like me,Very much like me,Somewhat like me,522.2854,467.35532,477.28460000000007
392,Female,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,,,,,441.1201,500.26048000000003,442.03654000000006
392,Male,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Very much like me,Not at all like me,Very much like me,Very much like me,Very much like me,414.94782000000004,323.56658000000004,404.4573
392,Female,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Mostly like me,Somewhat like me,Not much like me,Not much like me,Not much like me,290.62937999999997,254.10373999999996,288.2693
392,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Mostly like me,Mostly like me,Mostly like me,524.3885399999999,476.97868000000005,484.18502000000007
392,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,,,,,,341.02662,274.08656,292.55874000000006
392,Female,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Somewhat like me,Not much like me,Mostly like me,Somewhat like me,Mostly like me,349.43916,320.66692,306.82579999999996
392,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Mostly like me,Somewhat like me,Very much like me,Not much like me,478.04175999999995,514.6374800000001,513.18538
392,Female,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,,,,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Disagree,Somewhat like me,Mostly like me,Somewhat like me,Mostly like me,Somewhat like me,398.74592,403.19577999999996,362.40209999999996
392,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Mostly like me,Mostly like me,Somewhat like me,302.23555999999996,254.35872,249.29131999999998
392,Male,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,,,,,,433.17494000000005,435.19734,416.39312
392,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,,,,,,425.61926000000005,356.8875,331.81646
392,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,418.14146,393.33578,411.07794
392,Male,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Not much like me,Mostly like me,Mostly like me,Mostly like me,Somewhat like me,508.3423999999999,528.14278,524.09548
392,Female,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,,,,,,434.10968,351.32732,357.4599
392,Female,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,,,,,,469.31764000000004,497.4803599999999,460.77954
392,Male,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,,,,,,535.9168,570.3250799999998,537.9895799999999
393,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly like me,Mostly like me,Mostly like me,Somewhat like me,Somewhat like me,512.31502,408.73316000000005,474.58042000000006
393,Male,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Disagree,,,,,,480.69014,436.80123999999995,509.64192
393,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,511.61394,466.47322,514.11788
393,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,568.8658600000001,515.31164,556.7325800000001
393,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,618.2504999999999,536.7235600000001,616.8780399999999
393,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,493.23104,496.68608000000006,482.13354
393,Male,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Not at all like me,Not at all like me,Mostly like me,Somewhat like me,Somewhat like me,555.54602,492.21562000000006,544.7967000000001
393,Male,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Not much like me,Somewhat like me,Very much like me,Very much like me,Very much like me,549.78188,486.76242,566.33716
393,Female,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Not much like me,Not much like me,Very much like me,Very much like me,Mostly like me,545.8872,498.8307,516.3558400000001
393,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,594.1034399999999,473.85112,552.16338
393,Male,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Somewhat like me,Mostly like me,Very much like me,Very much like me,Mostly like me,500.70883999999995,448.9907999999999,474.8601
393,Male,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,,,,,,568.86586,532.15248,570.3468799999999
393,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,,,,,,503.66880000000003,468.07708,476.91157999999996
393,Female,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Disagree,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,493.23102,403.19578,461.52554
393,Male,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,,,,,,433.40864,414.82793999999996,425.15854
393,Male,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,478.43122000000005,413.30422,483.25252
393,Male,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Not much like me,Not much like me,Mostly like me,Somewhat like me,Not much like me,613.18742,528.06258,597.94852
393,Female,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,511.38028,447.83598,484.93100000000004
393,Male,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,,,,,,638.2692,594.7041999999999,626.2029
393,Female,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,,,,,,551.8850199999999,543.31206,528.5714399999999
393,Female,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,,,,,,472.35551999999996,478.49636,481.10779999999994
393,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,542.9272399999999,526.8596399999999,591.70086
393,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,569.1774600000001,476.01632,553.18912
394,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,491.82896,485.72457999999995,494.16264
394,Female,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Somewhat like me,Somewhat like me,Not much like me,Not much like me,Not much like me,454.43996,487.55147999999997,506.75124000000005
394,Female,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Not at all like me,Somewhat like me,Mostly like me,Mostly like me,Very much like me,425.69714000000005,409.70910000000003,435.69561999999996
394,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Not at all like me,Not at all like me,Very much like me,Very much like me,Mostly like me,717.56504,628.4661,689.33236
