SCHOOLID,W_FSTUWT,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,maths,read,scie,SCHOOLID,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,schoolmath,schoolread,schoolscie
5,10.3699,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,386.2829,337.84119999999996,363.61432,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
5,8.7685,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Disagree,470.9534,536.3221599999999,556.73258,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
5,10.3699,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,336.35304,302.47544,372.93917999999996,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
5,8.7685,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,467.52610000000004,483.97710000000006,465.16225999999995,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
5,8.7685,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,533.5021,554.51184,536.87056,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
5,8.7685,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,505.22666,563.0903599999999,535.47182,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
5,10.3699,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,294.75774,297.42316,333.122,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
5,10.3699,Strongly disagree,Agree,,Disagree,Strongly agree,,,Disagree,,,,,,Agree,Strongly disagree,Strongly agree,Agree,Disagree,,,,,Strongly agree,Agree,Disagree,Strongly disagree,,,369.30206,350.19116,357.4599,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
5,10.3699,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,388.9313,373.84853999999996,402.12606,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
5,10.3699,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,520.10438,493.49871999999993,585.0802,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
5,8.7685,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,333.47096,277.77422,315.31142,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
5,10.3699,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,308.62284,325.41106,326.1283,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
5,8.7685,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,449.76632,531.23856,486.14324,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0,0,0
6,9.3704,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,655.7173999999999,682.0360400000001,702.8534000000001,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,429.28024000000005,492.1585,489.77994,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,474.61444,508.60072,518.2208199999999,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,420.86772,531.0797,516.26256,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,385.03661999999997,442.5141,453.5061400000001,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,436.99176,455.62024,504.23351999999994,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,493.93208000000004,459.33590000000004,497.23981999999995,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,495.56782000000004,515.55224,562.7004800000001,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,443.92428,509.15674,508.42969999999997,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,575.48684,501.35784,582.5624599999999,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,Disagree,Agree,,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,469.70712000000003,525.9166600000001,528.1984399999999,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,456.69885999999997,486.04068000000007,539.6680399999999,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,347.5697,299.18744000000004,329.85828000000004,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,540.66834,556.2910599999999,607.36666,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,477.41859999999997,573.7341600000001,568.0156800000001,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,528.12742,544.18164,540.7870399999999,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,458.10096000000004,430.38566000000003,502.7415,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
6,9.3704,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,526.1800999999999,557.3713600000001,535.3786,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2
7,26.1346,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,533.8136999999999,509.85842,585.4532000000002,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,21.0982,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,443.76848,434.571,440.63782000000003,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,26.1346,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,412.6889,413.7052,439.33236,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,21.0982,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Agree,371.95046,417.96993999999995,349.34724,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,26.1346,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,451.55788,449.9531,440.82433999999995,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,26.1346,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,540.43466,517.55712,616.5982799999999,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,26.1346,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,541.83672,550.43684,581.62998,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,26.1346,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,557.5712800000001,538.1670799999999,576.6878,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,26.1346,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,430.05918,367.27256,423.2003000000001,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,21.0982,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,632.5050600000001,625.84088,639.1645000000001,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,21.0982,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,552.8976399999999,538.86392,550.4849,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,26.1346,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,348.34866,297.82414000000006,401.1003400000001,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,26.1346,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,525.9464,502.15973999999994,514.86386,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,21.0982,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,445.94952,482.2296,453.5061400000001,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,21.0982,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,520.10438,520.19764,510.20142,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,21.0982,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,620.50942,594.22734,610.81686,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,26.1346,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,451.1684,420.76232,441.19731999999993,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
7,21.0982,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,514.9634,519.40332,551.04436,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1
8,10.7376,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,563.3353999999999,553.5586800000001,533.23384,0000008,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2,2,2
8,10.7376,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,443.76851999999997,484.85083999999995,485.49048000000005,0000008,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2,2,2
8,10.617,Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,,Disagree,Strongly disagree,237.03849999999997,240.64546,270.73852,0000008,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2,2,2
8,10.7376,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,Strongly disagree,396.25329999999997,422.57692,401.75308000000007,0000008,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2,2,2
8,10.617,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,450.1558,455.16576000000003,472.06265999999994,0000008,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2,2,2
8,10.7376,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,459.11356000000006,529.09392,522.04402,0000008,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2,2,2
8,10.617,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,476.87334,464.14753999999994,538.54906,0000008,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2,2,2
