SCHOOLID,W_FSTUWT,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,maths,read,scie,SCHOOLID,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,schoolmath,schoolread,schoolscie
283,12.7015,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,550.4829400000001,643.15686,661.82392,0000283,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1,2,2
283,12.7015,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,388.6197,429.32858,465.6285,0000283,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1,2,2
283,12.7364,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,504.75933999999995,525.09536,537.8963200000001,0000283,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1,2,2
283,12.7015,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Disagree,662.41626,676.75616,680.8466999999999,0000283,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1,2,2
283,12.7015,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,458.95778,514.08146,552.1633800000001,0000283,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1,2,2
283,12.7015,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,389.94392000000005,427.58107999999993,461.6188,0000283,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1,2,2
283,13.5115,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,555.0786599999999,605.82426,591.9806199999999,0000283,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1,2,2
283,12.7364,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,504.36984,581.87312,599.4405200000001,0000283,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1,2,2
283,12.7364,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,483.02698,462.54364,494.62886,0000283,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1,2,2
283,12.7015,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,457.32204,497.5598,493.32340000000005,0000283,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1,2,2
283,12.7015,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,507.4076999999999,546.0127200000001,554.02836,0000283,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1,2,2
283,12.7015,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,427.6445,472.14187999999996,487.0757,0000283,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1,2,2
284,125.8188,Agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,603.5286,598.5535400000001,631.79784,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,125.8188,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,456.62093999999996,469.84138,508.52294,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,125.8188,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,436.52436,400.39292000000006,433.83065999999997,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,144.5881,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,449.06528,490.17272,499.3845600000001,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,125.8188,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,401.3943,400.3929,414.90116,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,144.5881,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,512.1592199999999,595.65712,598.6012600000001,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,144.5881,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,365.17372,436.0802,435.69566000000003,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,125.8188,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,530.69792,524.61424,567.54944,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,125.8188,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,524.7001,496.54614000000004,536.6840599999999,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,125.8188,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,629.4671999999999,584.19874,639.07124,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,144.5881,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,516.9886399999999,542.2794399999999,527.3592,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,144.5881,Strongly agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,314.69856,364.27454,388.23199999999997,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,144.5881,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,471.26502,457.36772,520.64528,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,144.5881,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,665.8436,634.4988599999999,693.9015400000001,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,144.5881,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,517.5339,538.62564,545.7292199999999,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
284,144.5881,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,330.82254,374.91832000000005,388.69823999999994,0000284,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2,2
285,14.3642,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,479.98908,443.2168,472.9019,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
285,14.3642,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,538.5651999999999,485.63967999999994,482.59978,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
285,14.8272,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,380.67456,424.8804200000001,398.4893800000001,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
285,14.1301,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,449.29895999999997,432.55092,448.93696,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
285,14.1301,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,427.48870000000005,380.42452000000003,377.60166,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
285,14.1301,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Strongly agree,Strongly agree,Strongly disagree,,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,446.96211999999997,420.44154,412.19695999999993,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
285,14.1301,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,489.57003999999995,487.72476000000006,484.9309999999999,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
285,14.1301,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Disagree,371.4052,404.00166,426.93026,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
285,14.3642,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,,Agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,345.15502000000004,299.18746,345.15108,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
285,14.1301,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,500.39726,450.6748799999999,477.93736,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
285,14.1301,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,433.7981000000001,430.46585999999996,481.01454,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
285,14.3642,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Agree,375.14412,346.7428,366.03878000000003,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
285,14.1301,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Disagree,454.43996,453.80246,463.95002000000005,0000285,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,0,0,0
286,8.5486,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,586.93724,487.40394,589.92914,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,547.3672,549.47452,586.19918,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Agree,Agree,Disagree,Agree,Agree,,,,,,,,,,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,551.88502,514.26912,557.5717999999999,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,555.77972,527.2606400000001,593.75234,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,562.63436,546.8281,597.48228,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,483.57220000000007,462.38325999999995,522.97648,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,572.37108,546.74788,572.3051,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,757.2129600000001,707.85868,784.72586,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Disagree,589.11824,523.49148,617.1577599999999,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,12.6004,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,596.20658,535.3602800000001,604.94218,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,494.24366,418.67726000000005,470.66394,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,12.6004,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Agree,577.97944,511.38212000000004,571.27936,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly disagree,480.61224000000004,448.5898,524.7482200000001,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,539.6557,477.70042,574.2633600000001,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,509.58872,484.91794,553.65534,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Strongly agree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,591.37716,539.6908,606.80718,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,498.37201999999996,466.4732,454.9049,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
286,8.5486,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,486.45428000000004,487.08317999999997,569.78738,0000286,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3,2,3
