SCHOOLID,W_FSTUWT,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,maths,read,scie,ave,SCHOOLID,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,schoolmath,schoolread,schoolscie,schoolave
4,138.5522,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,691.78222,701.06204,738.38122,710.4084933333334,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
4,138.5522,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,479.98909999999995,495.7329,528.6646800000001,501.4622266666667,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
4,138.5522,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Disagree,696.61162,678.9008200000001,699.12346,691.5453000000001,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
4,138.5522,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,601.50334,573.5753,620.0485000000001,598.3757133333334,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
4,138.5522,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,454.28414000000004,499.94272,505.16598000000005,486.46428,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
4,138.5522,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,480.45646000000005,489.69612000000006,495.93436,488.69564666666673,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
4,138.5522,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,518.3907200000001,506.21777999999995,566.8966800000001,530.5017266666667,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
4,138.5522,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly disagree,507.3298,549.26938,538.73552,531.7782333333333,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
4,138.5522,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,606.48856,608.12776,649.1421,621.2528066666667,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
4,138.5522,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,609.2927400000001,627.19122,647.65014,628.0447,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
4,138.5522,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,444.23585999999995,493.9853999999999,474.39387999999997,470.8717133333333,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
4,138.5522,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,649.79748,660.3933800000001,686.25514,665.4820000000001,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
4,138.5522,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,449.37685999999997,504.47029999999995,513.74488,489.19734666666665,0000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,560.6932535999999,575.5229287999999,592.290188,576.1687901333333
5,10.3699,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,635.9324,632.47582,630.5856200000001,632.9979466666667,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,8.7685,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,363.92740000000003,321.46124,366.78477999999996,350.7244733333334,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,8.7685,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,324.90263999999996,388.89818,352.14472,355.31518,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,10.3699,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,386.2829,337.84119999999996,363.61432,362.5794733333334,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,8.7685,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Disagree,470.9534,536.3221599999999,556.73258,521.3360466666667,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,10.3699,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,336.35304,302.47544,372.93917999999996,337.25588666666664,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,8.7685,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,467.52610000000004,483.97710000000006,465.16225999999995,472.22182000000004,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,8.7685,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,533.5021,554.51184,536.87056,541.6281666666667,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,8.7685,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,505.22666,563.0903599999999,535.47182,534.59628,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,10.3699,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,294.75774,297.42316,333.122,308.43430000000006,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,10.3699,Strongly disagree,Agree,,Disagree,Strongly agree,,,Disagree,,,,,,Agree,Strongly disagree,Strongly agree,Agree,Disagree,,,,,Strongly agree,Agree,Disagree,Strongly disagree,,,369.30206,350.19116,357.4599,358.9843733333334,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,10.3699,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,388.9313,373.84853999999996,402.12606,388.30196666666666,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,10.3699,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,520.10438,493.49871999999993,585.0802,532.8944333333333,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,8.7685,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,333.47096,277.77422,315.31142,308.8522,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,10.3699,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,308.62284,325.41106,326.1283,320.05406666666664,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
5,8.7685,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,449.76632,531.23856,486.14324,489.0493733333333,0000005,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,427.54562999999996,432.127543076923,440.3867653846154,433.3533128205128
6,9.3704,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,655.7173999999999,682.0360400000001,702.8534000000001,680.20228,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,429.28024000000005,492.1585,489.77994,470.40622666666667,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,474.61444,508.60072,518.2208199999999,500.47865999999993,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,420.86772,531.0797,516.26256,489.4033266666667,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,385.03661999999997,442.5141,453.5061400000001,427.0189533333334,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,436.99176,455.62024,504.23351999999994,465.61517333333336,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,493.93208000000004,459.33590000000004,497.23981999999995,483.50260000000003,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,495.56782000000004,515.55224,562.7004800000001,524.6068466666667,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,443.92428,509.15674,508.42969999999997,487.17024,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,575.48684,501.35784,582.5624599999999,553.1357133333333,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,Disagree,Agree,,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,469.70712000000003,525.9166600000001,528.1984399999999,507.94074,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,456.69885999999997,486.04068000000007,539.6680399999999,494.13586000000004,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,347.5697,299.18744000000004,329.85828000000004,325.53847333333334,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,540.66834,556.2910599999999,607.36666,568.1086866666666,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,477.41859999999997,573.7341600000001,568.0156800000001,539.7228133333333,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,528.12742,544.18164,540.7870399999999,537.6987,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,458.10096000000004,430.38566000000003,502.7415,463.7427066666667,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
6,9.3704,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,526.1800999999999,557.3713600000001,535.3786,539.6433533333334,0000006,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,485.0781518518518,511.1129259259259,537.7788844444445,511.3233207407408
7,26.1346,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,533.8136999999999,509.85842,585.4532000000002,543.0417733333334,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,475.0952179310344,473.21339034482753,488.92461655172417,479.07774160919536
7,21.0982,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,443.76848,434.571,440.63782000000003,439.6591,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,475.0952179310344,473.21339034482753,488.92461655172417,479.07774160919536
7,26.1346,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,412.6889,413.7052,439.33236,421.90881999999993,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,475.0952179310344,473.21339034482753,488.92461655172417,479.07774160919536
7,21.0982,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Agree,371.95046,417.96993999999995,349.34724,379.75588,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,475.0952179310344,473.21339034482753,488.92461655172417,479.07774160919536
7,26.1346,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,451.55788,449.9531,440.82433999999995,447.4451066666666,0000007,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,475.0952179310344,473.21339034482753,488.92461655172417,479.07774160919536
